,Listing ID,Property Address,City,Zip Code,Neighborhood,Title,Content,Type,Status,Sale Price,Lease Price,Lease Price Type,Building Size (sqft),Land Size (sqft),Agent
194,19346,"451 South 19th Avenue, Hollywood, Florida 33020",Hollywood,33020,hollywood,8 Unit Multifamily in Hollywood,"We are pleased to present 451 S 19th Ave in Hollywood, an outstanding 8-unit apartment building offering a compelling investment opportunity just steps away from Young Circle and downtown Hollywood. Featuring 8 spacious units, with 7 units featuring 1 bed/1 bath and 1 unit offering 2 beds/1 bath, the property currently enjoys full occupancy. The potential for an impressive $177,000 annual income awaits by adjusting rents to market rates. The property has separate electric meters, impact windows, individual central AC units ensuring convenience and attracting quality tenants. The building is 1990’s construction makes maintenance a breeze, and the 40-year certification is not required anytime soon. Parking is hassle- free with 11 assigned spaces. Build up to 10 stories high with PS-3 Zoning.",Multi-family,For Sale,2500000.0,15.0,Per month,4991.0,12278.0,Tony Saladrigas
195,19346,"451 South 19th Avenue, Hollywood, Florida 33020",Hollywood,33020,hollywood,8 Unit Multifamily in Hollywood,"We are pleased to present 451 S 19th Ave in Hollywood, an outstanding 8-unit apartment building offering a compelling investment opportunity just steps away from Young Circle and downtown Hollywood. Featuring 8 spacious units, with 7 units featuring 1 bed/1 bath and 1 unit offering 2 beds/1 bath, the property currently enjoys full occupancy. The potential for an impressive $177,000 annual income awaits by adjusting rents to market rates. The property has separate electric meters, impact windows, individual central AC units ensuring convenience and attracting quality tenants. The building is 1990’s construction makes maintenance a breeze, and the 40-year certification is not required anytime soon. Parking is hassle- free with 11 assigned spaces. Build up to 10 stories high with PS-3 Zoning.",Multi-family,For Sale,2500000.0,15.0,Per month,4991.0,12278.0,Tony Saladr
196,20379,"918 East 2nd Avenue, Hialeah, Florida 33010",Hialeah,33010,hollywood,"Prime Corner Commercial Property in Hialeah: 20,250 Sq. Ft. Zoned C-1 with Expansion Potential for Medical or Retail Ventures","Discover a golden opportunity with this exceptional corner commercial property in Hialeah perfectly poised for a medical center or a thriving business ready to expand. Boasting high visibility and a prime location Whether you’re establishing a new medical center or seeking a prominent location for your growing business, this corner commercial property in the heart Hialeah, offers the ideal setting for your next venture. Zoned C-1 with over 20,250 sqft (2 lots) and an adjusted use of almost 3,000 sqft, the property allows for endless opportunities in retail and services. More than enough space to expand on site. Several new projects in the immediate vicinity are bringing new vitality to Hialeah, which has long stood as one of Miami’s most solid middle-class industrious neighborhoods.",Office,For Sale,2600000.0,15.0,Per month,2857.0,7500.0,Moises Figueroa
197,20836,"918 East 2nd Avenue, Hialeah, Florida 33010",Hialeah,33010,hollywood,Hialeah Medical Office For Sale,"Discover a golden opportunity with this exceptional corner commercial property in the heart of Hialeah perfectly poised for a medical center or a thriving business ready to expand. Boasting high visibility and a prime location Whether you’re establishing a new medical center or seeking a prominent location for your growing business, this corner commercial property offers the ideal setting for your next venture. Zoned C-1 with over 20,250 sqft (2 lots) and an adjusted use of almost 3,000 sqft, the property allows for endless opportunities in retail and services. More than enough space to expand on site. Several new projects in the immediate vicinity are bringing new vitality to Hialeah, which has long stood as one of Miami’s most solid middle-class industrious neighborhoods.",Industrial,For Sale,2600000.0,15.0,Per month,2857.0,7500.0,Moises Figueroa
198,20924,"225 Southwest 18th Avenue, Miami, Florida 33135",Miami,33135,hollywood,225 SW 18 AVE - Little Havana 8 Unit Complex,"In the heart of Little Havana lies this exceptional 8 unit multifamily income producing property that also has T5-R zoning allowing for AirBnB licensure and short-term rental. It’s stabilized with great rents. Eight units are spacious 2-bedroom 1 bath units, with flat roof, central A/C, individual water meters and electric reducing operating expenses, impact windows and PVC plumbing: making this a turnkey investment. The location offers accessibility and connectivity to Brickell, Downtown, the Health District, 836 HWY to Miami Beach and with this comes fine dining, chic shops, sidewalk cafes and picturesque parks, all are a brisk walk or drive away for residents who will be immersed in the vibrant culture of the area. Loan Depot Park is nearby, and a few blocks away is Publix supermarket another amenity for an urban experience. Havana has been home to tycoons, adventurers, artists, writers, and investors have taken notice that this is the heart of the city. The housing demand is very high driving rents up, take advantage of this inflation proof investment and contact us immediately.",Multi-family,For Sale,2700000.0,15.0,Per month,5994.0,9750.0,"Elisa Barriga,Mauricio Villasuso"
199,19900,"795 East 49th Street, Hialeah, Florida 33013",Hialeah,33013,hollywood,1.94-Acre Industrial Property For Sale,"Fausto Commercial is pleased to present 795 E 49th St, an industrial property available for sale. This site offers an excellent opportunity for businesses in the manufacturing, distribution, or logistics sectors. The property boasts a strategic location with high visibility, fronting E 49th St, one of the busiest commercial corridors in Miami Dade. Spanning 1.94 acres and zoned C-3, the property offers ample space for various industrial uses. With easy access to major highways and proximity to key transportation hubs, this location enhances operational efficiency. This is an excellent opportunity to establish or expand your business operations in a prime location.",Industrial,For Sale,2799000.0,15.0,Per month,4136.0,84506.0,"Moises Figueroa,Yuniel De Varona"
200,21635,"2007 Southwest 8th Street, Miami, Florida 33135",Miami,33135,hollywood,Bar Nancy - 2007 SW 8 ST,"Bar Nancy, located on Calle Ocho in Miami’s iconic Little Havana, is a nautically themed American craft cocktail bar inspired by the Revolutionary War vessel Nancy, known for carrying ammunition and spirits. Guided by the creed Carpe Noctem—“Seize the Night”—the bar blends history, creativity, and exceptional hospitality into an authentic experience. Situated in one of Miami’s most visited areas, attracting over 3.5 million visitors annually, Bar Nancy benefits from Little Havana’s cultural vibrancy and tourism appeal. With significant population and income growth projected within a 3- to 5-mile radius—median incomes expected to exceed $84,000 by 2029—the bar is poised to attract an affluent and diverse clientele. Through innovative cocktails, cultural programming, and community engagement, Bar Nancy continues to honor the American spirit while serving as a unique and memorable destination in Miami’s nightlife scene.",Retail,"For Lease,For Sale",2800000.0,88.0,Per square foot,2475.0,3375.0,"Tony Saladrigas,Alessandro Lima"
201,20290,"2218 Southwest 22nd Street, Miami, Florida 33145",Miami,33145,hollywood,FREE STANDING CORAL WAY RETAIL,"Fausto Commercial is pleased to present the “Bike Tech” Building. Over 4,550 Sqft Free Standing retail building in the heart of Miami. The building offers an open floor plan that can work for many businesses and uses such as Medical, Retail, Office, and professional services. Plenty of parking spaces on site with over 8 spaces, recently renovated with brand new floors, bathrooms, and lights. Coral Way serves as the scenic connector and is located within minutes of key neighborhoods such as Coral Gables, Brickell, Downtown Miami, Miami Beach, and Miami International Airport. Within walking distances to Miami’s most unique and authentic restaurants. Great main street exposure with easy access to SR- 826, SR-836, and I-95",Retail,For Sale,2900000.0,15.0,Per month,4550.0,7500.0,"Ashleen Cruz,Alessandro Lima"
202,21605,"3490 Northwest 32nd Avenue, Miami, Florida 33142",Miami,33142,hollywood,Cash Cow $220k gross income! - 3490 NW 32 Ave,"Seize this exceptional investment opportunity in a high-traffic, mixed-use property along NW 32nd Avenue, just blocks from Miami’s main NW 36th Street corridor. This versatile property delivers multiple income streams, featuring a spacious restaurant/nightclub generating $9,000 monthly on the ground floor and four residential units producing $7,200 monthly, with potential for 15-20% income growth without major repairs – current in place is $220,000 gross rental income. A well-maintained CBS duplex includes two 2-bed, 1-bath units currently rented below market, presenting immediate upside. The property also includes a yard leased for truck parking and storage, adding $2,400 monthly. With substantial land banking potential, this property qualifies under the new Live Local SB 102 Act, offering the chance to enhance density and building height for a transformative high-density, mixed-use development. Possible block assemblage available  Cash Cow Generating over $220,000 in gross rental income with room for increase of 10-15% SB 102 Land Bank opportunity, block assemblage possible.",Retail,For Sale,2900000.0,15.0,Per month,6213.0,13800.0,"Miguel Fuentes,Mauricio Villasuso"
203,20901,"1371 Northwest 3rd Street, Miami, Florida 33125",Miami,33125,hollywood,10 Unit Producing Multifamily in Little Havana,"In the heart of Little Havana lies this exceptional, 1997 construction, 10 unit multifamily, income producing property that also has T5-L zoning allowing for AirBnB licensure and short-term rental. All 10 units are spacious 1-bed 1 bath, with flat roof, a mix of central A/C and wall units, individual water meters and electric reducing operating expenses, impact windows and PVC plumbing: making this a turnkey investment. The location offers accessibility and connectivity to Brickell, Downtown, the Health District, 836 HWY to Miami Beach and with this comes fine dining, chic shops, sidewalk cafes and picturesque parks, all are a brisk walk or drive away for residents who will be immersed in the vibrant culture of the area. Loan Depot Park is across the street, idyllic for those in the short term business hoping to tap into the market of folks attending conventions, sporting events or other entertainment. Havana has been home to tycoons, adventurers, artists, writers, and investors have taken notice that this is the heart of the city. The housing demand is very high driving rents up, take advantage of this inflation proof investment and contact us immediately.",Multi-family,For Sale,2950000.0,15.0,Per month,6492.0,10000.0,"Mauricio Villasuso,Carlos Fausto Miranda"
204,22086,"505 Northeast 125th Street, North Miami, Florida 33161",North Miami,33161,hollywood,Free-standing retail building FOR SALE,"Stand-alone retail building totaling 3,700 sq ft on a 10,700 sq ft lot fronting 125 St and NE 5 Ave and a development hot spot. Underlying C-3 zoning allowing for a multitude of vertical development. Currently rented to a national tenant on a Double Net Term. FDOT car count stands at over 30,000 per day, what that means to you is that any tenant/occupant will benefit from a high car count. Property is currently leased out to a national tenanting an exploding industry with several years left on the lease. <Nearby projects include a 466 unit storage development on 146 street, an 8 story multifamily development and a nearly 1300 multifamily/mixed use development. 40-Year Recertification: Completed Lease: Structured as 2NN, secure lease through 2029, 5-year renewal options.",Retail,For Sale,2999000.0,15.0,Per month,3750.0,10700.0,"Martina Smoláková,Giovanni Bertolotti"
205,20202,"10921 Southwest 5th Street, Sweetwater, Florida 33174",Sweetwater,33174,hollywood,PRIME DUPLEX WITH ASSISTED LIVING FACILITY LICENSE,"In the center of the Florida International University community is a remarkable duplex property, boasting an impressive cap rate exceeding 9%. This unique investment is not just a piece of real estate; it’s a turnkey business operation with a fully licensed Assisted Living Facility. Fully operational and compliant, offering peace of mind and a seamless transition, with attractive earnings of $2,800 per bed being collected from Social Security and Medicare. There are 12 beds on site, full kitchen, staff, food, and all the traditional services offered at the location. Operation has been active for over 10 years, this is a burgeoning industry in South Florida with population growth, demand increasing for senior housing solutions, rise in health care, this is driving demand for alternative products like this making this a secure investment with great returns. Owner finance is available at an attractive 10 year term, giving investors leverage on an already lucrative opportunity. Contact us now and make your bid.",Multi-family,For Sale,3000000.0,15.0,Per month,2434.0,6190.0,"Lourdes Ramia,Elisa Barriga"
206,20543,"7711 Northwest 74th Avenue, Medley, Florida 33166",Medley,33166,hollywood,"Prime Industrial Opportunity: 7711 NW 74th Ave, Medley, FL - 6,300 Sq Ft Facility","Welcome to 7711 NW 74th Ave, a prime freestanding industrial property located in the heart of Medley, FL. This expansive facility boasts over 6,300 square feet of versatile space, set on nearly 33,000 square feet of industrial land. Constructed in 2003, the property features a durable twin T concrete roof and offers a clear ceiling height of 20 feet. Equipped with three-phase electricity and four 14x12 street-level doors, this property is perfectly suited for a variety of industrial uses. Its strategic location just minutes from Miami International Airport, major highways, and the Port of Miami makes it exceptionally convenient for businesses with regional or international operations. Additionally, the property presents a unique opportunity for end users or investors, with potential for subdivision into four separate bays, providing flexible options for different needs or expansion plans.",Industrial,For Sale,3000000.0,15.0,Per month,6309.0,32949.0,"Bobby Berrido,Markos Bertolotti"
207,19210,"10921 Southwest 5th Street, Sweetwater, Florida 33174",Sweetwater,33174,hollywood,"2,434 Sq Ft Prime Duplex With Assisted Living Facility License","In the center of the Florida International University community is a remarkable duplex property, boasting an impressive cap rate exceeding 9%. This unique investment is not just a piece of real estate; it’s a turnkey business operation with a fully licensed Assisted Living Facility. Fully operational and compliant, offering peace of mind and a seamless transition, with attractive earnings of $2,800 per bed being collected from Social Security and Medicare. There are 12 beds on site, full kitchen, staff, food, and all the traditional services offered at the location. Operation has been active for over 10 years, this is a burgeoning industry in South Florida with population growth, demand increasing for senior housing solutions, rise in health care, this is driving demand for alternative products like this making this a secure investment with great returns. Owner finance is available at an attractive 10 year term, giving investors leverage on an already lucrative opportunity. Contact us now and make your bid.",Multi-family,For Sale,3000000.0,15.0,Per month,2434.0,6190.0,"Lourdes Ramia,Elisa Barriga"
208,20645,"7711 Northwest 74th Avenue, Medley, Florida 33166",Medley,33166,hollywood,"Freestanding Industrial Gem in Medley, FL – 7711 NW 74th Ave","Welcome to 7711 NW 74th Ave, a prime freestanding industrial property located in the heart of Medley, FL. This expansive facility boasts over 6,300 square feet of versatile space, set on nearly 33,000 square feet of industrial land. Constructed in 2003, the property features a durable twin T concrete roof and offers a clear ceiling height of 20 feet. Equipped with three-phase electricity and four 14×12 street-level doors, this property is perfectly suited for a variety of industrial uses. Its strategic location just minutes from Miami International Airport, major highways, and the Port of Miami makes it exceptionally convenient for businesses with regional or international operations. Additionally, the property presents a unique opportunity for end users or investors, with potential for subdivision into four separate bays, providing flexible options for different needs or expansion plans.",Industrial,For Sale,3000000.0,15.0,Per month,6309.0,32949.0,"Bobby Berrido,Markos Bertolotti"
209,20916,"5807 Southwest 25th Street, West Park, Florida 33023",West Park,33023,hollywood,17 unit multifamily gem located in West Park,"We are pleased to present 5807 SW 25th St, a prime 17-unit multifamily gem located in West Park, just minutes from Hollywood and Hallandale, off 441. This fully renovated property consists of 16 studio/1 bath units and one 1 bed/1 bath unit, offering modern updates throughout. Most units feature new flooring, sleek kitchens, stylish bathrooms, and recessed lighting. The property also provides ample parking and a backyard seating area for tenant enjoyment. Additional income is generated from onsite coin laundry machines. With a new roof installed just a year ago, this turnkey property is currently fully occupied, generating a strong NOI of $234,000 annually. Offering a 7.32% going in cap rate! This property has even more upside with the potential to increase returns by adjusting rents to market rates.",Multi-family,For Sale,3200000.0,15.0,Per month,5718.0,12754.0,Elior Levi
210,19823,"12755 Cairo Lane, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,"10,000 Sqft Warehouse in Opa-Locka","Fausto Commercial Realty Consultants, as exclusive representative is pleased to present a rare and unique opportunity to acquire an existing turnkey Junkyard/ Salvage business on 1.2 Acres located in Opa-Locka, FL. Established in 1996, this well-managed, 5-Star reputable business with large customer base. Business has an active municipal DMV dealer license. This expansive property offers the space and flexibility you need to design, build and expand your ideal industrial facility. Offering a massive 52,995 SF of heavy zoned industrial land, making it an ideal location for a variety of businesses and uses. City of Opa Locka, remains one of the very few industrial districts which allows for this type of specific use. This is a rare opportunity to secure a strategic location for your business’s future growth and success",Retail,For Sale,3500000.0,15.0,Per month,10000.0,52925.0,"Yuniel De Varona,Markos Bertolotti"
211,19198,"1943 71st Street, Miami Beach, Florida 33141",Miami Beach,33141,hollywood,Unleash Your Brand's Potential In Booming Miami Beach,"Positioned for success in Miami Beach’s vibrant Normandy Isle, 1943 71st St presents a multifaceted commercial opportunity. This versatile property boasts high visibility on a bustling street, surrounded by diverse demographics ideal for catering to a range of consumer needs. Its central location ensures seamless connectivity, attracting both locals and visitors. Currently generating $15,850 monthly income with two vacant units, the true value lies in its CD-1 zoning, unlocking development potential under the Live Local Act or even conversion to a bed and breakfast. Invest in Miami’s thriving future – a flourishing economy, booming tourism, and a growing young professional population fuel real estate appreciation. Position your business for significant growth and capital gains. Don’t miss out – contact us to explore this opportunity and schedule a viewing.",Multi-family,For Sale,3500000.0,15.0,Per month,4772.0,6301.0,"Tony Saladrigas,Vicente Rodriguez"
212,19179,"7825 Harding Avenue, Miami Beach, Florida 33141",Miami Beach,33141,North Beach,8 Unit Short-Term Rental/Lodging Property in North Beach,"7825 Harding Ave is an 8 Unit Short-Term Rental/Lodging enabled property in North Beach with potential to become something brand new. It currently has four one bedrooms, one bath and four large studios. The true value of 7825 Harding Ave lies in its strategic location adjacent to the 235 78th St, also known as the Jerric Apts, a renowned MiMo architectural gem. Combining these properties creates over 22,000 square feet of prime land, opening doors for the development of a luxurious hotel in this highly sought-after location. Miami Beach strictly regulates short-term rentals, but this site provides one of the exceedingly rare opportunities to operate a fully legal and zoned short-term rental, AirBNB, for lodging use. The North Beach CRA is offering various initiatives and grants to facilitate property improvements, and the City of Miami Beach is offering tax incentives for historic preservation as well. North Beach is a hidden gem surrounded by upscale Bal Harbor to the north, North Bay Village to the west and world famous South Beach to the south. It has all the amenities of the beach, stunning architecture, and excitement, while retaining an element of affordability. Although the area is still far from its full potential, it has already attracted big-name illustrious developers such as Optimum Development USA with the recently completed Monaco Yacht Club and Residence, Galbut, Cohen, Lefferts, Shcer, Finvarb, Mehrabi, and Blavatnik, with 600 condos, 100+ apartments, and retail in progress. Get in now while values are still manageable and before they reach dizzying heights. Short-Term Rental operation, without any significant renovations, can yield over $900k/yr NOI, while a more intensive lux hotel re- positioning can easily yield double that figure.",Multi-family,For Sale,3500000.0,15.0,Per month,3526.0,5500.0,"Tony Saladrigas,Vicente Rodriguez"
213,19486,"3566 Northwest 32nd Street, Miami, Florida 33142",Miami,33142,Allapattah,Four Bay Free Standing Warehouse in Allapattah,"Ideal owner/user or Investor free standing warehouse in the heart of Allapattah. This Four Bay warehouse offers over 6,600 Sqft of recently remodeled space with 16ft clearance height. Brand new roof, bathrooms, paint and private fence. Currently generating over $189,000+ yearly income with MTM leases. Sitting on a lot of 12,750 Sqft, this warehouse is Ideal for any industrial type business or investor looking for a safe investment. Allapattah is a stone throw from Miami Airport, and with 15 minute accessibility to Brickell, Downtown, Wynwood, Gables and more. The property provides great utility today for all sorts of industrial uses with great logistical benefits for being located in West Allapattah.",Industrial,For Sale,3500000.0,15.0,Per month,6600.0,12750.0,"Ashleen Cruz,Alessandro Lima"
214,20102,"12755 Cairo Lane, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,TURNKEY MOVE IN READY AUTO JUNKYARD/ SALVAGE/ SELF PICKING BUSINESS WITH REAL ESTATE,"FOR SALE!!!  Fausto Commercial Realty Consultants, as exclusive representative is pleased to present a rare and unique opportunity to acquire an existing turnkey Junkyard/ Salvage business on 1.2 Acres located in Opa-Locka, FL. Established in 1996, this well-managed, 5-Star reputable business with large customer base. Business has an active municipal DMV dealer license. This expansive property offers the space and flexibility you need to design, build and expand your ideal industrial facility. Offering a massive 52,995 SF of heavy zoned industrial land, making it an ideal location for a variety of businesses and uses. City of Opa Locka, remains one of the very few industrial districts which allows for this type of specific use. This is a rare opportunity to secure a strategic location for your business’s future growth and success. FOR SALE: $3,500,000 Lot Size: 52,925 Sq.Ft Zoning: I-2A Property Highlights Well stabilized 17+ years Gross revenue $3M+ Employees 20+ Grandfathered Junkyard/Salvage/ Automotive DMV permit DERM Industrial waste permit (IW-5) Waste Tire Generator Permit Florida Department of Environmental Protection (FDEP) Inventory, equipment, real estate, and licenses included in purchase.","Retail,Industrial",For Sale,3500000.0,15.0,Per month,0.0,52925.0,"Yuniel De Varona,Markos Bertolotti"
215,19722,"1335 Southwest 4th Street, Miami, Florida 33135",Miami,33135,hollywood,"8,937 SF URBAN 12 UNIT WITH 7,500 SF LOT - LITTLE HAVANA","Coming live and fully operational in 2024 is this amazing 12 unit multifamily building in Little Havana. This site can be operated in a traditional sense under City of Miami double density workforce program as apartments; 1 units 30% AMI, 2 units at 50% AMI, and 9 units at 120% AMI (average median income). 12 Units consist of 2x Studios, 5x one bedroom one bath and 4x two bedroom two bath. Amazing neighborhood undergoing swift transition with upward pressure in rents, growth, and attracting urbanists, those looking for short commute times to work, and modern Miami Urban living. With close proximity to Calle Ocho and Brickell’s fine dining, chic shops, sidewalk cafes and picturesque parks. All are a brisk walk away for residents who will be immersed in the vibrant culture of the area. The area’s several iconic spots include the Calle Echo, home to the Ball & Chain, Loan Depot Park and Downtown Miami. Since its inception in the late 1800′s, Little Havana has been home to tycoons, adventurers, artists, writers and musicians alike with an A-list roster of residents. Come invest in the prosperous neighborhood that is surging in economic heart of the city.",Multi-family,For Sale,3700000.0,15.0,Per month,8937.0,7500.0,"Mauricio Villasuso,Carlos Fausto Miranda"
216,19432,"12300 Northwest 122nd Way, Medley, Florida 33178",Medley,33178,hollywood,Spacious Warehouse with a Thriving Truck Mechanic Shop Business in Medley,"Welcome to 12268 NW 106 Ct, Medley, FL —a prime industrial property within the bustling industrial hub of Medley, FL that seamlessly combines a spacious warehouse with a thriving truck mechanic shop business. Boasting over 2500 square feet of versatile space, this property offers a dynamic environment for both storage and commercial operations. With a generous clear height of 20 feet, the warehouse provides ample vertical space for equipment, inventory, and machinery, ensuring efficient utilization of the entire area. The inclusion of a successful truck mechanic shop business adds significant value, offering immediate revenue potential and the chance to tap into an established customer base. Call LA for more information or showings.",Industrial,For Sale,3700000.0,15.0,Per month,2538.0,7500.0,Bobby Berrido
217,19718,"2179 Northwest 18th Terrace, Miami, Florida 33125",Miami,33125,hollywood,"Prime Investment Opportunity: 4,541 SF Hurricane Proof 16-Unit Apartment Building and 7,393 SF Lot in West Allapattah","Extraordinary investment opportunity in West Allapattah south of the NW 20 ST retail corridor, boasting an exceptional 1960s CBS construction that is hurricane proof. This sixteen (16)-unit apartment building, situated on 17,489 SF lot zoned T4-R with parking, is irreplaceable given existing zoning. Each apartment features a well- designed floor plan with one bedroom and one bath, providing consistency and ease of management. Within walking distance to Curtis Park and its fields, it is also centric to other amenities and locales. Inter Miami CF stadium, 58-acre public park, and entertainment district at Miami Freedom Park scheduled to open in 2025. This is a year-round destination spot. The recreational project will be the largest new park in Miami, soccer and youth athletic fields for the community, a full range of entertainment and commercial offerings including office space, hotel, shops, restaurants and additional experiences and attractions for residents just minutes West of the site. Further, its located near the bustling Miami Intl Airport, Wynwood, Downtown, Brickell and several other employment centers, residents will be motivated to live in this centric and thriving neighborhood that is gaining traction in the vibrant and culturally diverse city that is undergoing a massive transformation. Investing in this area presents an extraordinary opportunity to capitalize on the remarkable surge of growth and development sweeping through the region. Reach out to us now to explore this remarkable property further and unlock the potential it holds for you.",Multi-family,For Sale,3700000.0,15.0,Per month,4541.0,7393.0,"Mauricio Villasuso,Carlos Fausto Miranda"
218,19412,"3195 Northwest 54th Street, Miami, Florida 33142",Miami,33142,hollywood,"12,090 Sq Ft Unbranded Gas Station","Fausto Commercial presents an exclusive opportunity with the unbranded gas station at 3195 NW 54th St in Miami, FL. Situated at a bustling intersection, the property enjoys high traffic of approximately 50,000 vehicles daily, making it attractive for motorists and potential business owners. With 3,174 square feet under roof and a land area of 12,090 square feet zoned BU-3, there’s ample space for operations and expansion. The station boasts two 20,000- gallon tanks replaced in 2012, serving around 100,000 gallons of diesel and 20,000 gallons of gasoline monthly. Notably, it operates independently, offering new owners the freedom to forge partnerships post-acquisition for maximizing profitability and market positioning. With its strategic location, operational efficiency, and growth potential, this property presents a blank canvas for entrepreneurial ventures in Miami’s thriving market.","Industrial,Retail",For Sale,3750000.0,15.0,Per month,3174.0,12090.0,Bobby Berrido
219,21506,"1785 Southwest 13th Street, Miami, Florida 33145",Miami,33145,hollywood,1785 SW 13th St,"Fausto is please to present 1785 SW 13th St. This multifamily plus vacant land offers a unique combination of steady income and development potential in one of Miami’s most dynamic neighborhoods. This 12-unit multifamily building features spacious one-bedroom, one-bath units, generating a gross annual rent of $273,000 and a net operating income (NOI) of $202,551 for a cap rate of 5.4%. The property boasts a total of 12,626 sq ft, making it a solid addition to any investor’s portfolio. Included in the $3,750,000 price is a 6,726 sq ft empty lot, valued at $650,000, with potential to build a single-family home or duplex. Situated in a high-demand rental market with strong occupancy rates, this property offers both immediate income and long-term value growth. Don’t miss this rare opportunity in the heart of Little Havana.",Multi-family,For Sale,3750000.0,15.0,Per month,8899.0,12626.0,"Robin Perez,Vicente Rodriguez"
220,19412,"3195 Northwest 54th Street, Hialeah, Florida 33142",Hialeah,33142,hollywood,"12,090 Sq Ft Unbranded Gas Station","Fausto Commercial presents an exclusive opportunity with the unbranded gas station at 3195 NW 54th St in Miami, FL. Situated at a bustling intersection, the property enjoys high traffic of approximately 50,000 vehicles daily, making it attractive for motorists and potential business owners. With 3,174 square feet under roof and a land area of 12,090 square feet zoned BU-3, there’s ample space for operations and expansion. The station boasts two 20,000- gallon tanks replaced in 2012, serving around 100,000 gallons of diesel and 20,000 gallons of gasoline monthly. Notably, it operates independently, offering new owners the freedom to forge partnerships post-acquisition for maximizing profitability and market positioning. With its strategic location, operational efficiency, and growth potential, this property presents a blank canvas for entrepreneurial ventures in Miami’s thriving market.","Industrial,Retail",For Sale,3750000.0,15.0,Per month,3174.0,12090.0,Bobby Berrido
221,20016,"14280 Northeast 6th Avenue, North Miami, Florida 33161",North Miami,33161,hollywood,"10,811 SF Turnkey 19 unit Multifamily Gem","We are pleased to present Royal Oaks Apartments, a turnkey 19-unit multifamily gem located in the heart of North Miami. This fully renovated property includes 16 units that are 1 Bed/1 Bath each and 3 spacious studio units, all featuring mini split ACs, new flooring, modern kitchens, impact windows/doors, stylish bathrooms, recessed lighting, and most units have private balconies. The property offers onsite parking, individual electric meters, an onsite laundry facility, secured entrances, and surveillance, ensuring low expenses and maximum tenant convenience. The 40-year certification has been completed and the roof has been resealed, providing minimal CapEx in the years to come. Currently fully occupied, the property generates nearly $380,000 annually, offering a 7% Cap rate return from day one with potential for increased returns by adjusting rents to market rates. Situated on a 0.40-acre lot, the property allows for up to 40 units to be built as a potential redevelopment play, offering immediate returns and significant future potential.",Multi-family,For Sale,3800000.0,15.0,Per month,17416.0,10811.0,"Ryan Carney,Elior Levi"
222,19886,"10737 Southwest 40th Street, Miami, Florida 33165",Miami,33165,hollywood,"10,811 SF Turnkey 19 unit Multifamily Gem","We are pleased to present Royal Oaks Apartments, a turnkey 19-unit multifamily gem located in the heart of North Miami. This fully renovated property includes 16 units that are 1 Bed/1 Bath each and 3 spacious studio units, all featuring mini split ACs, new flooring, modern kitchens, impact windows/doors, stylish bathrooms, recessed lighting, and most units have private balconies. The property offers onsite parking, individual electric meters, an onsite laundry facility, secured entrances, and surveillance, ensuring low expenses and maximum tenant convenience. The 40-year certification has been completed and the roof has been resealed, providing minimal CapEx in the years to come. Currently fully occupied, the property generates nearly $380,000 annually, offering a 7% Cap rate return from day one with potential for increased returns by adjusting rents to market rates. Situated on a 0.40-acre lot, the property allows for up to 40 units to be built as a potential redevelopment play, offering immediate returns and significant future potential.",Multi-family,For Sale,3800000.0,15.0,Per month,17416.0,10811.0,"Ryan Carney,Elior Levi"
223,19068,"4690 Palm Avenue, Hialeah, Florida 33012",Hialeah,33012,hialeah,Hialeah Prime Location Retail Opportunity,"4660-4690 Palm Ave in Hialeah, FL 33012 offers a value-add opportunity for investors or owner/users. The property is located in a C-1/NBD zoned area, which allows for various uses, and up to five stories of mixed-use construction. Two different buildings, 4660 with a 10- year lease with a 5% increase yearly. With an average daily traffic count of approximately 21,000, this property presents a great opportunity for a mixed- use assemblage with its neighboring property. Whether for owner use or redevelopment, this property offers a great potential for a variety of uses. Don’t miss out on this chance to invest in a prime location with ample potential for future growth and success. (Open to lease upstairs)",Retail,For Sale,3800000.0,15.0,Per month,9625.0,21456.0,Moises Figueroa
224,19872,"Ali Baba Avenue, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,FREE STANDING COMMERCIAL FOOD PRODUCTION FACILITY WAREHOUSE,"Fausto Commercial Realty, as exclusive representative, is pleased to offer this unique opportunity to acquire a turnkey second-generation, food production facility + equipment, USDA approved, is located in the heart Opa Locka fronting Ali Baba Ave, a major east-west corridor just minutes away from all most major highways, 5 min from the Opa Locka airport, and Amazons new mega distribution warehouse. Fully renovated in 2022, this 7,500 square foot space state of the art commissary warehouse boasts numerous walk-in coolers, fire system, 17-18’ ceilings, large new grease trap, 3 loading doors for easy truck access with private entrance, ADA compliant bathrooms and offices. Building meets all USDA requirements. HIGHLIGHTS: 2022 Full Renovation to Code All new equipment Expansion potential for 24-hour day operation USDA Approved Kosher Certified New AC units, New roof 3 phase electricity, 400amp power supply w/updated panels New grease trap and floor drains LED lighting",Retail,For Sale,3900000.0,15.0,Per month,7500.0,7500.0,"Yuniel De Varona,Markos Bertolotti"
